门头沟-大峪-峪园小区,门头沟-大峪-峪园小区/62㎡/南北/2室1厅1卫/高楼层（6层）,整租·峪园小区2室1厅南/北,2200元/月,https://bj.zu.ke.com/zufang/BJ2217889233719263232.html
房山-良乡-西潞园四里,房山-良乡-西潞园四里/51㎡/南/1室1厅1卫/中楼层（6层）,整租·西潞园四里1室1厅南,2200元/月,https://bj.zu.ke.com/zufang/BJ2299317684426244096.html
房山-长阳-加州水郡金桥国际酒店,房山-长阳-加州水郡金桥国际酒店/49㎡/东/1室0厅1卫/中楼层（16层）,整租·加州水郡金桥国际酒店1室0厅东,2200元/月,https://bj.zu.ke.com/zufang/BJ2326754815285133312.html
房山-良乡-西潞园四里,房山-良乡-西潞园四里/51㎡/南/1室1厅1卫/中楼层（6层）,整租·西潞园四里1室1厅南,2200元/月,https://bj.zu.ke.com/zufang/BJ2299317684426244096.html
房山-良乡-昊文温泉家园,房山-良乡-昊文温泉家园/57㎡/南北/1室1厅1卫/高楼层（6层）,整租·昊文温泉家园1室1厅南/北,2200元/月,https://bj.zu.ke.com/zufang/BJ2280466839634968576.html
乐乎城市青年社区·石门店,35㎡/12间在租/1室1厅1卫,独栋·乐乎城市青年社区石门店粉妆玉砌2.01室1厅,2300-2650元/月,https://bj.zu.ke.com/apartment/18871.html
乐乎城市青年社区·石门店,35㎡/8间在租/1室1厅1卫,独栋·乐乎城市青年社区石门店橘子汽水2.01室1厅,2300-2650元/月,https://bj.zu.ke.com/apartment/18871.html
乐乎城市青年社区·石门店,仅剩4间/35㎡/4间在租/1室1厅1卫,独栋·乐乎城市青年社区石门店朝花夕拾2.01室1厅,2300-2650元/月,https://bj.zu.ke.com/apartment/18871.html
乐乎城市青年社区·有朋土桥店,仅剩5间/20㎡/5间在租/1室1厅1卫,独栋·乐乎城市青年社区有朋土桥店粉妆玉砌2.01室1厅,2300-2750元/月,https://bj.zu.ke.com/apartment/17002.html
乐乎城市青年社区·有朋土桥店,仅剩5间/36㎡/5间在租/1室1厅1卫,独栋·乐乎城市青年社区有朋土桥店B户型1室1厅,2300元/月,https://bj.zu.ke.com/apartment/17002.html
乐乎城市青年社区·有朋土桥店,仅剩5间/35㎡/5间在租/1室1厅1卫,独栋·乐乎城市青年社区有朋土桥店A户型1室1厅,2300元/月,https://bj.zu.ke.com/apartment/17002.html
通州-通州其它-紫峰九院城,通州-通州其它-紫峰九院城/80㎡/南/2室1厅1卫/中楼层（15层）,整租·紫峰九院城2室1厅南,2300元/月,https://bj.zu.ke.com/zufang/BJ2299294541330784256.html
房山-良乡-昊天嘉园,房山-良乡-昊天嘉园/31㎡/东北/1室1厅1卫/低楼层（6层）,整租·昊天嘉园1室1厅东/北,2300元/月,https://bj.zu.ke.com/zufang/BJ2319569990384091136.html
大兴-观音寺-观音寺南里,大兴-观音寺-观音寺南里/84㎡/东北/1室1厅1卫/低楼层（6层）,整租·观音寺南里1室1厅东北,2300元/月,https://bj.zu.ke.com/zufang/BJ2325092827425677312.html
丰台-丰台其它-张郭庄小区,丰台-丰台其它-张郭庄小区/42㎡/南/1室1厅1卫/中楼层（6层）,整租·张郭庄小区1室1厅南,2300元/月,https://bj.zu.ke.com/zufang/BJ2233221968122363904.html
通州-梨园-站前巴黎,通州-梨园-站前巴黎/26㎡/西北/1房间1卫/中楼层（5层）,整租·站前巴黎1房间西北,2300元/月,https://bj.zu.ke.com/zufang/BJ2219270989207052288.html
丰台-青塔-广安﹒康馨家园,丰台-青塔-广安﹒康馨家园/8㎡/南/1室0厅1卫/中楼层（33层）,整租·广安﹒康馨家园1室0厅南,2300元/月,https://bj.zu.ke.com/zufang/BJ2323081518492155904.html
大兴-天宫院南-御园D区,大兴-天宫院南-御园D区/56㎡/南/1室1厅1卫/高楼层（15层）,整租·御园D区1室1厅南,2300元/月,https://bj.zu.ke.com/zufang/BJ2317172949993930752.html
昌平-沙河-北街家园六区,昌平-沙河-北街家园六区/26㎡/西/1室0厅1卫/高楼层（18层）,整租·北街家园六区1室0厅西,2300元/月,https://bj.zu.ke.com/zufang/BJ2335517108491780096.html
门头沟-大峪-大峪小白楼,门头沟-大峪-大峪小白楼/40㎡/南/1室1厅1卫/高楼层（27层）,整租·大峪小白楼1室1厅南,2300元/月,https://bj.zu.ke.com/zufang/BJ2309975211501961216.html
乐乎城市青年社区·昌平地铁站,仅剩3间/22㎡/3间在租/1室1厅1卫,独栋·乐乎城市青年社区昌平地铁站幻乐之城2.01室1厅,2350元/月,https://bj.zu.ke.com/apartment/14941.html
乐乎城市青年社区·昌平地铁站,仅剩3间/22㎡/3间在租/1室1厅1卫,独栋·乐乎城市青年社区昌平地铁站幻乐之城2.01室1厅,2350元/月,https://bj.zu.ke.com/apartment/14941.html
昌平-沙河-北街家园八区,昌平-沙河-北街家园八区/35㎡/东/1室0厅1卫/低楼层（17层）,整租·北街家园八区1室0厅东,2350元/月,https://bj.zu.ke.com/zufang/BJ2322541434131464192.html
昌平-沙河-北街家园八区,昌平-沙河-北街家园八区/35㎡/东/1室0厅1卫/低楼层（17层）,整租·北街家园八区1室0厅东,2350元/月,https://bj.zu.ke.com/zufang/BJ2322541434131464192.html
乐乎城市青年社区·奇点中心,29㎡/16间在租/1室1厅1卫,独栋·乐乎城市青年社区奇点中心冰雪奇缘2.01室1厅,2400-2500元/月,https://bj.zu.ke.com/apartment/17718.html
乐乎城市青年社区·昌平地铁站,仅剩5间/15-32㎡/5间在租/1室1厅1卫,独栋·乐乎城市青年社区昌平地铁站粉妆玉砌2.01室1厅,2400元/月,https://bj.zu.ke.com/apartment/14941.html
乐乎城市青年社区·有朋土桥店,仅剩3间/38㎡/3间在租/1室1厅1卫,独栋·乐乎城市青年社区有朋土桥店C户型1室1厅,2400元/月,https://bj.zu.ke.com/apartment/17002.html
乐乎城市青年社区·昌平地铁站,仅剩5间/15-32㎡/5间在租/1室1厅1卫,独栋·乐乎城市青年社区昌平地铁站粉妆玉砌2.01室1厅,2400元/月,https://bj.zu.ke.com/apartment/14941.html
大兴-大兴其它-蓝桥驿苑,大兴-大兴其它-蓝桥驿苑/55㎡/南北/1室1厅1卫/中楼层（18层）,整租·蓝桥驿苑1室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2334012990519001088.html
门头沟-大峪-新桥路小区,门头沟-大峪-新桥路小区/54㎡/南北/1室1厅1卫/高楼层（6层）,整租·新桥路小区1室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2333777368084389888.html
房山-长阳-加州水郡金桥国际酒店,房山-长阳-加州水郡金桥国际酒店/49㎡/南/1室0厅1卫/低楼层（16层）,整租·加州水郡金桥国际酒店1室0厅南,2400元/月,https://bj.zu.ke.com/zufang/BJ2335410014262394880.html
门头沟-大峪-新桥路小区,门头沟-大峪-新桥路小区/60㎡/南北/2室1厅1卫/高楼层（6层）,整租·新桥路小区2室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2325176545565745152.html
门头沟-大峪-惠民家园,门头沟-大峪-惠民家园/63㎡/南/2室1厅1卫/高楼层（21层）,整租·惠民家园2室1厅南,2400元/月,https://bj.zu.ke.com/zufang/BJ2263687175512539136.html
房山-良乡-伟业嘉园西里,房山-良乡-伟业嘉园西里/40㎡/北/2室1厅1卫/中楼层（5层）,整租·伟业嘉园西里2室1厅北,2400元/月,https://bj.zu.ke.com/zufang/BJ2325938398793310208.html
大兴-天宫院南-隆盛园,大兴-天宫院南-隆盛园/86㎡/南北/2室2厅1卫/高楼层（6层）,整租·隆盛园2室2厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2277508930722865152.html
门头沟-门头沟其它-石泉砖厂A4区,门头沟-门头沟其它-石泉砖厂A4区/63㎡/南/2室1厅1卫/中楼层（11层）,整租·石泉砖厂A4区2室1厅南,2400元/月,https://bj.zu.ke.com/zufang/BJ2309356368940761088.html
门头沟-门头沟其它-石泉砖厂A10区,门头沟-门头沟其它-石泉砖厂A10区/63㎡/南北/2室1厅1卫/高楼层（6层）,整租·石泉砖厂A10区2室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2299235377057644544.html
顺义-顺义城-石园西区,顺义-顺义城-石园西区/63㎡/南北/2室1厅1卫/高楼层（6层）,整租·石园西区2室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2296151373198671872.html
顺义-顺义城-滨河小区,顺义-顺义城-滨河小区/60㎡/南北/1室1厅1卫/高楼层（6层）,整租·滨河小区1室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2209339997466148864.html
门头沟-滨河西区-葡东小区,门头沟-滨河西区-葡东小区/68㎡/南北/2室1厅1卫/高楼层（6层）,整租·葡东小区2室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2299307997320445952.html
房山-长阳-加州水郡金桥国际酒店,房山-长阳-加州水郡金桥国际酒店/49㎡/东南/1室0厅1卫/高楼层（16层）,整租·加州水郡金桥国际酒店1室0厅东南,2400元/月,https://bj.zu.ke.com/zufang/BJ2325395721446236160.html
顺义-马坡-龙湖香醍漫步四区南区,顺义-马坡-龙湖香醍漫步四区南区/39㎡/南/1室0厅1卫/中楼层（8层）,整租·龙湖香醍漫步四区南区1室0厅南,2400元/月,https://bj.zu.ke.com/zufang/BJ2299314001760763904.html
门头沟-大峪-黑山东街,门头沟-大峪-黑山东街/74㎡/南北/2室1厅1卫/低楼层（6层）,整租·黑山东街2室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2222896091400519680.html
顺义-马坡-佳和宜园,顺义-马坡-佳和宜园/48㎡/南/1室0厅1卫/高楼层（11层）,整租·佳和宜园1室0厅南,2400元/月,https://bj.zu.ke.com/zufang/BJ2294674728058617856.html
门头沟-门头沟其它-石泉砖厂A4区,门头沟-门头沟其它-石泉砖厂A4区/65㎡/南北/2室1厅1卫/中楼层（6层）,整租·石泉砖厂A4区2室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2299310271732121600.html
门头沟-门头沟其它-中门寺39号院,门头沟-门头沟其它-中门寺39号院/76㎡/南北/2室1厅1卫/高楼层（6层）,整租·中门寺39号院2室1厅南/北,2400元/月,https://bj.zu.ke.com/zufang/BJ2307684373178089472.html
乐乎城市青年社区·大葆台,仅剩5间/12-18㎡/5间在租/1室0厅0卫,独栋·乐乎城市青年社区大葆台灰色空间2.0开间,2500-2800元/月,https://bj.zu.ke.com/apartment/965.html
乐乎城市青年社区·大葆台,仅剩3间/15-20㎡/3间在租/1室0厅0卫,独栋·乐乎城市青年社区大葆台粉妆玉砌3.0开间,2500-3800元/月,https://bj.zu.ke.com/apartment/965.html
顺义-马坡-香悦四季,顺义-马坡-香悦四季/42㎡/南/1室1厅1卫/高楼层（13层）,整租·香悦四季1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2336747049770287104.html
乐乎城市青年社区·大葆台,12-18㎡/21间在租/1室0厅0卫,独栋·乐乎城市青年社区大葆台绿野仙踪3.0A开间,2500元/月,https://bj.zu.ke.com/apartment/965.html
大兴-黄村火车站-兴水家园,大兴-黄村火车站-兴水家园/67㎡/南/1室1厅1卫/中楼层（6层）,整租·兴水家园1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2336705106914836480.html
顺义-顺义其它-卡法国际,顺义-顺义其它-卡法国际/48㎡/南北/1室1厅1卫/高楼层（6层）,整租·卡法国际1室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2335510262213246976.html
乐乎城市青年社区·大葆台,18-20㎡/20间在租/1室0厅0卫,独栋·乐乎城市青年社区大葆台天空之城2.0C开间,2500元/月,https://bj.zu.ke.com/apartment/965.html
顺义-马坡-佳和宜园,顺义-马坡-佳和宜园/48㎡/南/1室0厅1卫/中楼层（11层）,整租·佳和宜园1室0厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2336167403760918528.html
门头沟-滨河西区-门头沟月季园,门头沟-滨河西区-门头沟月季园/61㎡/南北/2室1厅1卫/高楼层（6层）,整租·门头沟月季园2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2335994403333873664.html
顺义-马坡-鲁能7号院颐景溪园,顺义-马坡-鲁能7号院颐景溪园/118㎡/南北/3室2厅2卫/中楼层（15层）,整租·鲁能7号院颐景溪园3室2厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2336006298254188544.html
乐乎城市青年社区·大葆台,18-20㎡/17间在租/1室0厅0卫,独栋·乐乎城市青年社区大葆台天空之城2.0B开间,2500元/月,https://bj.zu.ke.com/apartment/965.html
顺义-李桥-樱花园二区,顺义-李桥-樱花园二区/34㎡/南/1室1厅1卫/中楼层（6层）,整租·樱花园二区1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2334657099030085632.html
乐乎城市青年社区·大葆台,仅剩5间/12-18㎡/5间在租/1室0厅0卫,独栋·乐乎城市青年社区大葆台绿光森林2.0开间,2500元/月,https://bj.zu.ke.com/apartment/965.html
门头沟-大峪-桃园小区,门头沟-大峪-桃园小区/83㎡/南北/2室1厅1卫/高楼层（6层）,整租·桃园小区2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2334713432509005824.html
大兴-大兴其它-新凤小区,大兴-大兴其它-新凤小区/80㎡/南北/1室1厅1卫/低楼层（6层）,整租·新凤小区1室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2330873032555634688.html
房山-良乡-北京时代广场,房山-良乡-北京时代广场/36㎡/东/2房间1卫/中楼层（12层）,整租·北京时代广场2房间东,2500元/月,https://bj.zu.ke.com/zufang/BJ2336813606974799872.html
房山-良乡-旭辉E天地,房山-良乡-旭辉E天地/37㎡/北/2房间1卫/高楼层（14层）,整租·旭辉E天地2房间北,2500元/月,https://bj.zu.ke.com/zufang/BJ2335350492676227072.html
昌平-西关环岛-郝庄家园,昌平-西关环岛-郝庄家园/69㎡/南/1室1厅1卫/中楼层（6层）,整租·郝庄家园1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2334099216290553856.html
昌平-鼓楼大街-永安里小区,昌平-鼓楼大街-永安里小区/69㎡/南北/2室1厅1卫/高楼层（6层）,整租·永安里小区2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2244924219802517504.html
海淀-定慧寺-定慧北里,海淀-定慧寺-定慧北里/14㎡/南北/2室1厅1卫/中楼层（5层）,整租·定慧北里2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2306534228852219904.html
顺义-顺义城-滨河小区,顺义-顺义城-滨河小区/51㎡/南北/2室1厅1卫/高楼层（6层）,整租·滨河小区2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2335960334965145600.html
大兴-郁花园-盛春坊,大兴-郁花园-盛春坊/45㎡/南北/2室1厅1卫/中楼层（4层）,整租·盛春坊2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2308647298345222144.html
丰台-丰台其它-张郭庄小区,丰台-丰台其它-张郭庄小区/39㎡/南北/1室1厅1卫/高楼层（6层）,整租·张郭庄小区1室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2312380745920299008.html
通州-通州其它-徐辛庄,通州-通州其它-徐辛庄/84㎡/南北/2室1厅1卫/中楼层（6层）,整租·徐辛庄2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2316616159870320640.html
朝阳-首都机场-南平里,朝阳-首都机场-南平里/58㎡/南/1室1厅1卫/高楼层（6层）,整租·南平里1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2318621952002236416.html
通州-临河里-金隅花石匠,通州-临河里-金隅花石匠/93㎡/南/2室1厅1卫/高楼层（10层）,整租·金隅花石匠2室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2288239833447415808.html
大兴-郁花园-盛春坊,大兴-郁花园-盛春坊/45㎡/南北/2室1厅1卫/中楼层（4层）,整租·盛春坊2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2308647298345222144.html
顺义-马坡-康乐小区,顺义-马坡-康乐小区/81㎡/南北/2室1厅1卫/高楼层（6层）,整租·康乐小区2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2295634095566495744.html
大兴-大兴其它-新凤小区,大兴-大兴其它-新凤小区/80㎡/南北/1室1厅1卫/低楼层（6层）,整租·新凤小区1室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2330873032555634688.html
通州-通州其它-徐辛庄,通州-通州其它-徐辛庄/84㎡/南北/2室1厅1卫/中楼层（6层）,整租·徐辛庄2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2316616159870320640.html
通州-临河里-金隅花石匠,通州-临河里-金隅花石匠/93㎡/南/2室1厅1卫/高楼层（10层）,整租·金隅花石匠2室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2288239833447415808.html
大兴-黄村中-兴政东里,大兴-黄村中-兴政东里/41㎡/东西/1室1厅1卫/高楼层（7层）,整租·兴政东里1室1厅东/西,2500元/月,https://bj.zu.ke.com/zufang/BJ2122373400868691968.html
顺义-马坡-龙湖香醍漫步四区南区,顺义-马坡-龙湖香醍漫步四区南区/37㎡/南/1室0厅1卫/高楼层（8层）,整租·龙湖香醍漫步四区南区1室0厅复式南,2500元/月,https://bj.zu.ke.com/zufang/BJ2320238141225058304.html
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/18㎡/南/2房间2卫/中楼层（28层）,整租·北街家园五区2房间南,2500元/月,https://bj.zu.ke.com/zufang/BJ2320295225198911488.html
通州-玉桥-玉桥南里,通州-玉桥-玉桥南里/50㎡/南北/1室1厅1卫/高楼层（6层）,整租·玉桥南里1室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2330201614847590400.html
房山-长阳-加州水郡四期,房山-长阳-加州水郡四期/58㎡/南/1室1厅1卫/中楼层（14层）,整租·加州水郡四期1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2281101550539776000.html
门头沟-滨河西区-迎晖北苑,门头沟-滨河西区-迎晖北苑/45㎡/南/1室1厅1卫/低楼层（26层）,整租·迎晖北苑1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2321491732665483264.html
门头沟-石门营-石门营新区六区,门头沟-石门营-石门营新区六区/48㎡/南/1室1厅1卫/高楼层（14层）,整租·石门营新区六区1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2328018622708195328.html
大兴-观音寺-林海园,大兴-观音寺-林海园/79㎡/南北/2室1厅1卫/地下室（6层）,整租·林海园2室1厅南/北,2500元/月,https://bj.zu.ke.com/zufang/BJ2325974121554649088.html
房山-良乡-伟业嘉园西里,房山-良乡-伟业嘉园西里/53㎡/南/3室1厅1卫/高楼层（5层）,整租·伟业嘉园西里3室1厅复式南,2500元/月,https://bj.zu.ke.com/zufang/BJ2299304901052219392.html
昌平-沙河-北街家园七区,昌平-沙河-北街家园七区/20㎡/东/1室1厅1卫/低楼层（17层）,整租·北街家园七区1室1厅跃层东,2500元/月,https://bj.zu.ke.com/zufang/BJ2310630711574937600.html
门头沟-石门营-石门营新区七区东苑,门头沟-石门营-石门营新区七区东苑/46㎡/南/1室1厅1卫/低楼层（6层）,整租·石门营新区七区东苑1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2326742118271287296.html
房山-良乡-瑞雪春堂,房山-良乡-瑞雪春堂/50㎡/南/1室1厅1卫/高楼层（15层）,整租·瑞雪春堂1室1厅南,2500元/月,https://bj.zu.ke.com/zufang/BJ2333225233890418688.html
