address,attribute,name,price,url
海淀-西三旗-育新花园,海淀-西三旗-育新花园/63㎡/东西南/2室1厅1卫/高楼层（18层）,整租·育新花园2室1厅东/西南,6200元/月,https://bj.zu.ke.com/zufang/BJ2338367944934817792.html
通州-通州北苑-长城国际,通州-通州北苑-长城国际/56㎡/北/1室0厅1卫/低楼层（22层）,整租·长城国际1室0厅北,3600元/月,https://bj.zu.ke.com/zufang/BJ2337550937340002304.html
门头沟-门头沟其它-石泉砖厂B9区,门头沟-门头沟其它-石泉砖厂B9区/65㎡/南/2室1厅1卫/中楼层（11层）,整租·石泉砖厂B9区2室1厅南,2600元/月,https://bj.zu.ke.com/zufang/BJ2336708785252605952.html
海淀-马连洼-水利局小区,海淀-马连洼-水利局小区/42㎡/南/1室1厅1卫/高楼层（5层）,整租·水利局小区1室1厅南,5100元/月,https://bj.zu.ke.com/zufang/BJ2336736081967316992.html
湾流国际青年社区·首都机场社区,25㎡/7间在租/1室0厅1卫,独栋·湾流国际青年社区首都机场社区挪威森林风开间,2984元/月,https://bj.zu.ke.com/apartment/7170.html
朝阳-管庄-瑞祥里,朝阳-管庄-瑞祥里/68㎡/南北/1室1厅1卫/低楼层（6层）,整租·瑞祥里1室1厅南/北,4500元/月,https://bj.zu.ke.com/zufang/BJ2338180979606159360.html
城家精选公寓·天宁寺店,仅剩2间/20㎡/2间在租/1室0厅1卫,独栋·城家精选公寓天宁寺店精装带暖气、免费健身开间,4400-5400元/月,https://bj.zu.ke.com/apartment/6894.html
西城-马连道-马连道中里,西城-马连道-马连道中里/45㎡/南/1室1厅1卫/高楼层（6层）,整租·马连道中里1室1厅南,6000元/月,https://bj.zu.ke.com/zufang/BJ2337421472328859648.html
石景山-八角-八角路小区,石景山-八角-八角路小区/26㎡/南/1室1厅1卫/中楼层（5层）,整租·八角路小区1室1厅南,3000元/月,https://bj.zu.ke.com/zufang/BJ2336204246460145664.html
湾流国际青年社区·东四社区,仅剩1间/25㎡/1间在租/1室1厅1卫,独栋·湾流国际青年社区东四社区瑞典C1室1厅,7950元/月,https://bj.zu.ke.com/apartment/7167.html
丰台-马家堡-角门13号院,丰台-马家堡-角门13号院/38㎡/东/1室1厅1卫/地下室（6层）,整租·角门13号院1室1厅东,3200元/月,https://bj.zu.ke.com/zufang/BJ2336838277635506176.html
冠寓·北京东迎坊服务式公寓,72㎡/12间在租/1室1厅1卫,独栋·冠寓北京东迎坊服务式公寓行政一居1室1厅,19559元/月,https://bj.zu.ke.com/apartment/10593.html
朝阳-亚运村小营-北湖渠,朝阳-亚运村小营-北湖渠/50㎡/东北/2室1厅1卫/高楼层（5层）,整租·北湖渠2室1厅东北,5500元/月,https://bj.zu.ke.com/zufang/BJ2335278282733527040.html
城家精选公寓·天宁寺店,仅剩1间/15㎡/1间在租/1室0厅1卫,独栋·城家精选公寓天宁寺店免费健身带暖气精装房开间,4600元/月,https://bj.zu.ke.com/apartment/6894.html
通州-万达-后南仓,通州-万达-后南仓/40㎡/南/1室1厅1卫/高楼层（6层）,整租·后南仓1室1厅南,3200元/月,https://bj.zu.ke.com/zufang/BJ2337571590436831232.html
丰台-青塔-秀蝶双座,丰台-青塔-秀蝶双座/93㎡/南/2室1厅1卫/高楼层（26层）,整租·秀蝶双座2室1厅南,6290元/月,https://bj.zu.ke.com/zufang/BJ2292163967218622464.html
朝阳-常营-北京新天地四期,朝阳-常营-北京新天地四期/77㎡/南/1室1厅1卫/中楼层（20层）,整租·北京新天地四期1室1厅南,6000元/月,https://bj.zu.ke.com/zufang/BJ2336849051821015040.html
湾流国际青年社区·朝阳门社区,仅剩1间/35㎡/1间在租/1室1厅1卫,独栋·湾流国际青年社区朝阳门社区35平1室1厅,8610元/月,https://bj.zu.ke.com/apartment/7198.html
湾流国际青年社区·总部公馆社区,41㎡/6间在租/2室1厅1卫,独栋·湾流国际青年社区总部公馆社区英伦工业风B户型2室1厅,5750元/月,https://bj.zu.ke.com/apartment/7166.html
朝阳-甜水园-道家园,朝阳-甜水园-道家园/48㎡/南/1室1厅1卫/低楼层（12层）,整租·道家园1室1厅南,5400元/月,https://bj.zu.ke.com/zufang/BJ2337514152513241088.html
冠寓·北京亚运村关庄店,22㎡/8间在租/1室0厅1卫,独栋·冠寓北京亚运村关庄店北欧朋克开间A开间,4939元/月,https://bj.zu.ke.com/apartment/13598.html
朝阳-潘家园-潘家园小区,朝阳-潘家园-潘家园小区/50㎡/东/1室1厅1卫/低楼层（6层）,整租·潘家园小区1室1厅东,4800元/月,https://bj.zu.ke.com/zufang/BJ2335408625360838656.html
大兴-天宫院南-天恒旭辉7号院,大兴-天宫院南-天恒旭辉7号院/37㎡/东西/3房间1卫/高楼层（7层）,整租·天恒旭辉7号院3房间东/西,2100元/月,https://bj.zu.ke.com/zufang/BJ2335372747746066432.html
丰台-科技园区-亿城天筑,丰台-科技园区-亿城天筑/36㎡/东/1室0厅1卫/高楼层（4层）,整租·亿城天筑1室0厅东,3500元/月,https://bj.zu.ke.com/zufang/BJ2335479046861242368.html
朝阳-定福庄-卡夫卡公社,朝阳-定福庄-卡夫卡公社/32㎡/西/2房间1卫/中楼层（14层）,整租·卡夫卡公社2房间西,5400元/月,https://bj.zu.ke.com/zufang/BJ2338354016750141440.html
朝阳-劲松-武圣西里,朝阳-劲松-武圣西里/68㎡/东西/3室1厅1卫/高楼层（6层）,整租·武圣西里3室1厅东/西,6300元/月,https://bj.zu.ke.com/zufang/BJ2337516202982907904.html
乐乎城市青年社区·昌平地铁站,仅剩5间/15-32㎡/5间在租/1室1厅1卫,独栋·乐乎城市青年社区昌平地铁站粉妆玉砌2.01室1厅,2400元/月,https://bj.zu.ke.com/apartment/14941.html
乐乎城市青年社区·海子角,仅剩1间/23㎡/1间在租/1室1厅1卫,独栋·乐乎城市青年社区海子角天空之城2.01室1厅,2200元/月,https://bj.zu.ke.com/apartment/959.html
朝阳-定福庄-定福庄西里2号院,朝阳-定福庄-定福庄西里2号院/40㎡/北/1室1厅1卫/低楼层（5层）,整租·定福庄西里2号院1室1厅北,3500元/月,https://bj.zu.ke.com/zufang/BJ2335268888348205056.html
冠寓·北京酒仙桥店,22㎡/166间在租/1室0厅1卫,独栋·冠寓北京酒仙桥店阳光大开间开间,6069元/月,https://bj.zu.ke.com/apartment/9830.html
朝阳-潘家园-弘善家园,朝阳-潘家园-弘善家园/59㎡/南北/1室1厅1卫/高楼层（18层）,整租·弘善家园1室1厅南/北,5500元/月,https://bj.zu.ke.com/zufang/BJ2336795788312846336.html
冠寓·北京大瓦窑店,仅剩2间/17㎡/2间在租/1室0厅1卫,独栋·冠寓北京大瓦窑店精致小开间开间,2949元/月,https://bj.zu.ke.com/apartment/9828.html
朝阳-通州北苑-八里桥南院,朝阳-通州北苑-八里桥南院/64㎡/南北/2室1厅1卫/中楼层（5层）,整租·八里桥南院2室1厅南/北,3800元/月,https://bj.zu.ke.com/zufang/BJ2335976686770208768.html
乐乎城市青年社区·展城店,仅剩2间/30㎡/2间在租/1室1厅1卫,独栋·乐乎城市青年社区展城店普罗旺斯loftA1室1厅,2900-3000元/月,https://bj.zu.ke.com/apartment/19903.html
亦庄开发区-亦庄开发区其它-泰河园一里一区,亦庄开发区-亦庄开发区其它-泰河园一里一区/80㎡/南北/2室2厅1卫/中楼层（12层）,整租·泰河园一里一区2室2厅南/北,4300元/月,https://bj.zu.ke.com/zufang/BJ2336833962586152960.html
海淀-西直门-时代之光名苑,海淀-西直门-时代之光名苑/31㎡/西/1室0厅1卫/低楼层（16层）,整租·时代之光名苑1室0厅西,5000元/月,https://bj.zu.ke.com/zufang/BJ2336815814520610816.html
通州-万达-后南仓,通州-万达-后南仓/43㎡/南/1室1厅1卫/高楼层（6层）,整租·后南仓1室1厅南,3100元/月,https://bj.zu.ke.com/zufang/BJ2336704362233208832.html
朝阳-常营-保利嘉园三号院,朝阳-常营-保利嘉园三号院/89㎡/南北/1室2厅1卫/高楼层（29层）,整租·保利嘉园三号院1室2厅南/北,6100元/月,https://bj.zu.ke.com/zufang/BJ2337490383971827712.html
海淀-西三旗-富力桃园C区,海淀-西三旗-富力桃园C区/89㎡/南/2室1厅1卫/中楼层（18层）,整租·富力桃园C区2室1厅南,6400元/月,https://bj.zu.ke.com/zufang/BJ2338184974345445376.html
石景山-苹果园-模式口东里,石景山-苹果园-模式口东里/60㎡/南北/2室1厅1卫/高楼层（6层）,整租·模式口东里2室1厅南/北,3800元/月,https://bj.zu.ke.com/zufang/BJ2338306341103206400.html
湾流国际青年社区·东四社区,仅剩1间/60㎡/1间在租/1室1厅1卫,独栋·湾流国际青年社区东四社区法式C1室1厅,10950元/月,https://bj.zu.ke.com/apartment/7167.html
通州-万达-逸秀名园,通州-万达-逸秀名园/34㎡/北/1室0厅1卫/中楼层（23层）,整租·逸秀名园1室0厅北,3000元/月,https://bj.zu.ke.com/zufang/BJ2336777282691547136.html
石景山-八角-八角北里,石景山-八角-八角北里/58㎡/南/2室1厅1卫/高楼层（6层）,整租·八角北里2室1厅南,4200元/月,https://bj.zu.ke.com/zufang/BJ2337483540100825088.html
朝阳-常营-首开畅心园,朝阳-常营-首开畅心园/51㎡/南/1室1厅1卫/低楼层（29层）,整租·首开畅心园1室1厅南,4800元/月,https://bj.zu.ke.com/zufang/BJ2338300014683488256.html
通州-乔庄-艺苑东街,通州-乔庄-艺苑东街/83㎡/南北/2室1厅1卫/高楼层（6层）,整租·艺苑东街2室1厅南/北,3500元/月,https://bj.zu.ke.com/zufang/BJ2336825238559932416.html
西城-广安门-荣丰2008,西城-广安门-荣丰2008/28㎡/北/1室0厅1卫/低楼层（20层）,整租·荣丰20081室0厅北,3800元/月,https://bj.zu.ke.com/zufang/BJ2337712516987363328.html
湾流国际青年社区·首都机场社区,仅剩5间/25㎡/5间在租/1室0厅1卫,独栋·湾流国际青年社区首都机场社区温馨开间开间,2800-3000元/月,https://bj.zu.ke.com/apartment/7170.html
大兴-瀛海-瀛海家园逸园A区,大兴-瀛海-瀛海家园逸园A区/86㎡/南北/2室1厅1卫/中楼层（15层）,整租·瀛海家园逸园A区2室1厅南/北,3300元/月,https://bj.zu.ke.com/zufang/BJ2335463883277606912.html
亦庄开发区-马驹桥-宏仁家园,亦庄开发区-马驹桥-宏仁家园/92㎡/东西/2室1厅1卫/高楼层（28层）,整租·宏仁家园2室1厅东/西,3700元/月,https://bj.zu.ke.com/zufang/BJ2337665258564354048.html
顺义-顺义城-仁和花园一区,顺义-顺义城-仁和花园一区/59㎡/东南/1室1厅1卫/低楼层（20层）,整租·仁和花园一区1室1厅东南,2700元/月,https://bj.zu.ke.com/zufang/BJ2338104257607106560.html
顺义-顺义城-西辛南区,顺义-顺义城-西辛南区/57㎡/东南/1室1厅1卫/中楼层（6层）,整租·西辛南区1室1厅东南,3000元/月,https://bj.zu.ke.com/zufang/BJ2335192358549209088.html
大兴-旧宫-东亚五环国际,大兴-旧宫-东亚五环国际/35㎡/南/1房间1卫/中楼层（20层）,整租·东亚五环国际1房间南,3500元/月,https://bj.zu.ke.com/zufang/BJ2336908663014834176.html
通州-通州北苑-杨庄北街7号院,通州-通州北苑-杨庄北街7号院/66㎡/南北/2室1厅1卫/中楼层（6层）,整租·杨庄北街7号院2室1厅南/北,3500元/月,https://bj.zu.ke.com/zufang/BJ2335299661763985408.html
乐乎城市青年社区·嘉华学院,25㎡/25间在租/1室1厅1卫,独栋·乐乎城市青年社区嘉华学院绿野仙踪2.0A1室1厅,2000-2200元/月,https://bj.zu.ke.com/apartment/14940.html
西城-马连道-马连道中里,西城-马连道-马连道中里/63㎡/东南/2室1厅1卫/低楼层（18层）,整租·马连道中里2室1厅东南,6000元/月,https://bj.zu.ke.com/zufang/BJ2338311181322174464.html
乐乎城市青年社区·海子角,仅剩1间/23㎡/1间在租/1室1厅1卫,独栋·乐乎城市青年社区海子角黄色风暴2.01室1厅,2200元/月,https://bj.zu.ke.com/apartment/959.html
朝阳-定福庄-福怡苑,朝阳-定福庄-福怡苑/68㎡/南/2室1厅1卫/中楼层（7层）,整租·福怡苑2室1厅南,5500元/月,https://bj.zu.ke.com/zufang/BJ2335257088387203072.html
朝阳-惠新西街-樱花园,朝阳-惠新西街-樱花园/60㎡/南北/2室1厅1卫/高楼层（6层）,整租·樱花园2室1厅南/北,6500元/月,https://bj.zu.ke.com/zufang/BJ2337669546200276992.html
昌平-西三旗-枫丹2号,昌平-西三旗-枫丹2号/35㎡/东西/1房间1卫/高楼层（4层）,整租·枫丹2号1房间东/西,3500元/月,https://bj.zu.ke.com/zufang/BJ2335253897150734336.html
朝阳-劲松-农光里,朝阳-劲松-农光里/73㎡/东/2室1厅1卫/高楼层（12层）,整租·农光里2室1厅东,5500元/月,https://bj.zu.ke.com/zufang/BJ2335338243673309184.html
朝阳-定福庄-金福家园,朝阳-定福庄-金福家园/77㎡/西南西/2室1厅1卫/高楼层（18层）,整租·金福家园2室1厅西南/西,5600元/月,https://bj.zu.ke.com/zufang/BJ2335291633773314048.html
窝趣轻社区·窝趣轻社区方庄店,仅剩5间/22㎡/5间在租/1室0厅1卫,独栋·窝趣轻社区窝趣轻社区方庄店马卡龙风年签首月5折开间,4080元/月,https://bj.zu.ke.com/apartment/6263.html
朝阳-南沙滩-南沙滩小区,朝阳-南沙滩-南沙滩小区/76㎡/南/3室1厅1卫/高楼层（6层）,整租·南沙滩小区3室1厅南,6000元/月,https://bj.zu.ke.com/zufang/BJ2336733888673751040.html
朝阳-东坝-康静里,朝阳-东坝-康静里/57㎡/南北/2室1厅1卫/低楼层（6层）,整租·康静里2室1厅南/北,4500元/月,https://bj.zu.ke.com/zufang/BJ2336814066762792960.html
通州-万达-如意园,通州-万达-如意园/78㎡/南北/2室1厅1卫/高楼层（6层）,整租·如意园2室1厅南/北,3600元/月,https://bj.zu.ke.com/zufang/BJ2336707241656459264.html
亦庄开发区-亦庄开发区其它-中信新城两限区,亦庄开发区-亦庄开发区其它-中信新城两限区/62㎡/南/1室1厅1卫/高楼层（21层）,整租·中信新城两限区1室1厅南,3800元/月,https://bj.zu.ke.com/zufang/BJ2336908747311955968.html
朝阳-垡头-垡头西里一区,朝阳-垡头-垡头西里一区/52㎡/南/2室1厅1卫/低楼层（6层）,整租·垡头西里一区2室1厅南,4200元/月,https://bj.zu.ke.com/zufang/BJ2336759775330566144.html
朝阳-豆各庄-朝丰家园,朝阳-豆各庄-朝丰家园/56㎡/南/1室1厅1卫/中楼层（18层）,整租·朝丰家园1室1厅南,3800元/月,https://bj.zu.ke.com/zufang/BJ2338196435457286144.html
通州-马驹桥-珠江逸景,通州-马驹桥-珠江逸景/131㎡/南北/2室1厅1卫/高楼层（14层）,整租·珠江逸景2室1厅南/北,3600元/月,https://bj.zu.ke.com/zufang/BJ2335483438699642880.html
朝阳-甘露园-天天朝阳,朝阳-甘露园-天天朝阳/45㎡/北/1室0厅1卫/中楼层（15层）,整租·天天朝阳1室0厅北,4500元/月,https://bj.zu.ke.com/zufang/BJ2335546481983373312.html
丰台-和义-南苑北里三区,丰台-和义-南苑北里三区/72㎡/南/3室1厅1卫/高楼层（5层）,整租·南苑北里三区3室1厅南,4200元/月,https://bj.zu.ke.com/zufang/BJ2338139069650829312.html
石景山-古城-古城南路,石景山-古城-古城南路/41㎡/南北/2室0厅1卫/低楼层（5层）,整租·古城南路2室0厅南/北,3700元/月,https://bj.zu.ke.com/zufang/BJ2335376485650530304.html
乐乎城市青年社区·东晓景店,仅剩2间/29-30㎡/2间在租/1室1厅1卫,独栋·乐乎城市青年社区东晓景店紫玉成烟1室1厅,2700-3000元/月,https://bj.zu.ke.com/apartment/974.html
湾流国际青年社区·总部公馆社区,23㎡/7间在租/1室0厅1卫,独栋·湾流国际青年社区总部公馆社区瑞典简约风C户型开间,4400元/月,https://bj.zu.ke.com/apartment/7166.html
门头沟-大峪-峪园小区,门头沟-大峪-峪园小区/71㎡/南北/2室1厅1卫/中楼层（6层）,整租·峪园小区2室1厅南/北,2600元/月,https://bj.zu.ke.com/zufang/BJ2337392069544247296.html
通州-果园-巴克摩界,通州-果园-巴克摩界/40㎡/东/1室0厅1卫/高楼层（11层）,整租·巴克摩界1室0厅东,3500元/月,https://bj.zu.ke.com/zufang/BJ2336945468342542336.html
朝阳-定福庄-定福庄西街,朝阳-定福庄-定福庄西街/51㎡/南/1室1厅1卫/低楼层（18层）,整租·定福庄西街1室1厅南,4500元/月,https://bj.zu.ke.com/zufang/BJ2338337252822237184.html
东城-东直门-东直门南大街,东城-东直门-东直门南大街/48㎡/西北/1室1厅1卫/低楼层（18层）,整租·东直门南大街1室1厅西北,6500元/月,https://bj.zu.ke.com/zufang/BJ2336952800648364032.html
海淀-安宁庄-安宁里,海淀-安宁庄-安宁里/42㎡/东西/1室1厅1卫/中楼层（6层）,整租·安宁里1室1厅东/西,4300元/月,https://bj.zu.ke.com/zufang/BJ2338209552991780864.html
海淀-安宁庄-上林溪,海淀-安宁庄-上林溪/44㎡/南/1室0厅1卫/低楼层（10层）,整租·上林溪1室0厅南,5600元/月,https://bj.zu.ke.com/zufang/BJ2337602157391921152.html
丰台-和义-红星楼,丰台-和义-红星楼/58㎡/南北/2室1厅1卫/低楼层（6层）,整租·红星楼2室1厅南/北,3900元/月,https://bj.zu.ke.com/zufang/BJ2336877358876721152.html
冠寓·北京大瓦窑店,仅剩1间/29㎡/1间在租/1室0厅1卫,独栋·冠寓北京大瓦窑店阳光LOFT开间,4739元/月,https://bj.zu.ke.com/apartment/9828.html
石景山-苹果园-模式口南里,石景山-苹果园-模式口南里/55㎡/南/2室1厅1卫/低楼层（6层）,整租·模式口南里2室1厅南,4300元/月,https://bj.zu.ke.com/zufang/BJ2337507962912260096.html
冠寓·北京东迎坊服务式公寓,仅剩3间/187㎡/3间在租/3室1厅1卫,独栋·冠寓北京东迎坊服务式公寓豪华行政三居3室1厅,57509元/月,https://bj.zu.ke.com/apartment/10593.html
朝阳-劲松-都城心屿,朝阳-劲松-都城心屿/50㎡/西/1室1厅1卫/中楼层（24层）,整租·都城心屿1室1厅西,5200元/月,https://bj.zu.ke.com/zufang/BJ2335491244023103488.html
城家精选公寓·天宁寺店,仅剩1间/20㎡/1间在租/1室0厅1卫,独栋·城家精选公寓天宁寺店家电全配带免费健身房开间,4600元/月,https://bj.zu.ke.com/apartment/6894.html
乐乎城市青年社区·芍药居,仅剩1间/12㎡/1间在租/1室1厅1卫,独栋·乐乎城市青年社区芍药居紫玉成烟2.0B1室1厅,3300元/月,https://bj.zu.ke.com/apartment/955.html
乐乎城市青年社区·嘉华学院,25㎡/23间在租/1室1厅1卫,独栋·乐乎城市青年社区嘉华学院绿野仙踪2.0B1室1厅,2000-2200元/月,https://bj.zu.ke.com/apartment/14940.html
乐乎城市青年社区·有朋五方桥,20-25㎡/8间在租/1室1厅1卫,独栋·乐乎城市青年社区有朋五方桥春风得意2.0A1室1厅,2800元/月,https://bj.zu.ke.com/apartment/16887.html
乐乎城市青年社区·有朋土桥店,仅剩5间/36㎡/5间在租/1室1厅1卫,独栋·乐乎城市青年社区有朋土桥店B户型1室1厅,2300元/月,https://bj.zu.ke.com/apartment/17002.html
大兴-天宫院-天宫院小区,大兴-天宫院-天宫院小区/63㎡/南/1室1厅1卫/低楼层（18层）,整租·天宫院小区1室1厅南,3500元/月,https://bj.zu.ke.com/zufang/BJ2335495345934974976.html
昌平-北七家-冠雅苑,昌平-北七家-冠雅苑/67㎡/南北/1室1厅1卫/高楼层（6层）,整租·冠雅苑1室1厅南/北,3400元/月,https://bj.zu.ke.com/zufang/BJ2337623161543065600.html
海淀-清河-宝盛里,海淀-清河-宝盛里/48㎡/南北/1室1厅1卫/低楼层（6层）,整租·宝盛里1室1厅南/北,6000元/月,https://bj.zu.ke.com/zufang/BJ2338185463157751808.html
海淀-清河-永泰东里,海淀-清河-永泰东里/61㎡/南北/2室1厅1卫/高楼层（6层）,整租·永泰东里2室1厅南/北,5300元/月,https://bj.zu.ke.com/zufang/BJ2336138782057185280.html
朝阳-国展-柳芳北里,朝阳-国展-柳芳北里/80㎡/南/3室1厅1卫/高楼层（14层）,整租·柳芳北里3室1厅南,3700元/月,https://bj.zu.ke.com/zufang/BJ2335515662606139392.html
顺义-顺义城-胜利小区,顺义-顺义城-胜利小区/44㎡/南/1室1厅1卫/低楼层（6层）,整租·胜利小区1室1厅南,3300元/月,https://bj.zu.ke.com/zufang/BJ2338138785344126976.html
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/19㎡/西/2房间1卫/中楼层（28层）,整租·北街家园五区2房间西,2000元/月,https://bj.zu.ke.com/zufang/BJ2336129474779168768.html
通州-梨园-云景西里南区,通州-梨园-云景西里南区/46㎡/北/1室1厅1卫/中楼层（6层）,整租·云景西里南区1室1厅北,3000元/月,https://bj.zu.ke.com/zufang/BJ2335378636531564544.html
乐乎城市青年社区·龙域中心,仅剩4间/23-55㎡/4间在租/1室1厅1卫,独栋·乐乎城市青年社区龙域中心粉妆玉砌2.01室1厅,3900-5400元/月,https://bj.zu.ke.com/apartment/17730.html
通州-临河里-迎喜家园,通州-临河里-迎喜家园/87㎡/南北/2室1厅1卫/高楼层（6层）,整租·迎喜家园2室1厅南/北,3000元/月,https://bj.zu.ke.com/zufang/BJ2335294273551081472.html
朝阳-西坝河-西坝河北里202号院,朝阳-西坝河-西坝河北里202号院/65㎡/南/2室1厅1卫/高楼层（7层）,整租·西坝河北里202号院2室1厅南,7860元/月,https://bj.zu.ke.com/zufang/BJ2315986164303544320.html
丰台-和义-和义东里三区,丰台-和义-和义东里三区/59㎡/南北/2室1厅1卫/低楼层（6层）,整租·和义东里三区2室1厅南/北,4200元/月,https://bj.zu.ke.com/zufang/BJ2335390620320792576.html
丰台-洋桥-马家堡路23号院,丰台-洋桥-马家堡路23号院/47㎡/南/1室1厅1卫/高楼层（18层）,整租·马家堡路23号院1室1厅南,3900元/月,https://bj.zu.ke.com/zufang/BJ2336169434164494336.html
朝阳-百子湾-沿海赛洛城五期,朝阳-百子湾-沿海赛洛城五期/54㎡/东/1室1厅1卫/高楼层（25层）,整租·沿海赛洛城五期1室1厅东,6200元/月,https://bj.zu.ke.com/zufang/BJ2337433527849074688.html
海淀-上地-当代城市家园,海淀-上地-当代城市家园/58㎡/南/1室0厅1卫/高楼层（12层）,整租·当代城市家园1室0厅南,5600元/月,https://bj.zu.ke.com/zufang/BJ2338297725197754368.html
丰台-和义-东高地,丰台-和义-东高地/70㎡/南/2室1厅1卫/高楼层（6层）,整租·东高地2室1厅南,3800元/月,https://bj.zu.ke.com/zufang/BJ2335292989582082048.html
西城-牛街-右安门内大街,西城-牛街-右安门内大街/83㎡/南北/3室1厅1卫/中楼层（7层）,整租·右安门内大街3室1厅南/北,5700元/月,https://bj.zu.ke.com/zufang/BJ2338412964849393664.html
朝阳-百子湾-观音景园一期,朝阳-百子湾-观音景园一期/96㎡/南北/2室1厅1卫/高楼层（6层）,整租·观音景园一期2室1厅南/北,6000元/月,https://bj.zu.ke.com/zufang/BJ2336067758430887936.html
城家精选公寓·天宁寺店,仅剩2间/20㎡/2间在租/1室0厅1卫,独栋·城家精选公寓天宁寺店精装带暖气、免费健身开间,4400-5400元/月,https://bj.zu.ke.com/apartment/6894.html
